sample,function,label,source,cosine_dist_to_real,dist_bucket
"And and you'd say, Oh look Mr my sole of my shoe's come loose.",INTJ,,real,,
"Er, it's not in my nature to be authoritarian with my students but if I could be authoritarian I would say look, you're not allowed to use that word, and if you do you've gotta pay a pound.",AS,,real,,
"Now I'm minded at the moment to say, look, why should we pay a hundred pounds and pay all the, all the, all the refurbishment of that site, because they won't be able to develop it, there's no, there's no access to that land.",DM,,real,,
"Mm, well look, what I'm going to say to you know is, time marches on, that, do you agree that we go ahead with what Lillian's suggesting?",AS,,real,,
"hat, that's a sensible kind of conclusion to draw and perhaps this would meet Kirsty's point as well, because the  what you might be tempted to say is look erm, in our cultures we have, we have absorbed from our cultures ways of seeing the world, bits about history and things restructure our thoughts and even when we try and do something new, I'd say let's have a revolution everybody, put up your barricades, you know,  actually we had some great fun in the sixties with that erm the, when this happens there's a tendency to nevertheless do it in the traditional way, in other words although obviously the sixty eight revolution was about a completely different issue than the seventeen ninety eight revolution, it was very much later in history",AS,,real,,
"said look Ka Kath, gotta get to Plymouth tonight, I need to know.",AS,,real,,
"in the, in the sense that i if, if you look,i if you adopt a sort of retrospective view, I E if you look back from say  anything after nineteen forty nine and you say look, hold on erm  this was the final stage of the revolution.",AS,,real,,
that well it's not useless it just can't be sold as clear glass anymore back to the recycle places they say well uh you know look you already you've got and they have percentages you know,AS,,real,,
"I tell her and she says, well look, get another line from your doctor.",AS,,real,,
"This kettle, is covered with scale, now look, see Twelve point six is asking you which one of these is causing the problem?",AS,,real,,
"And I said to them, Look I've re-costed all this, this is your new price sorted, and he said, we can't see what price increase we made.",AS,,real,,
"With this new approach, she gained support for her initiative and organized a successful charity event that positively impacted local organizations.",DM,,real,,
"look, one two three, up you go.",DIR,,real,,
"Oh well I'll keep the insurance company  er I w er we will send them a little note in that case, saying look, you know, this is the case, it appears to be an innocent lesion she's just been finely checked over on the eighth of October, do you feel you can now proceed?",DM,,real,,
"I mean i it'll be a, if Dennis was serious about wanting to go, he'll be er [laugh] he'll be able to say, look, I'm redundant.",AS,,real,,
"And that would be, that would be, so if we're doing it this way, right, let's let's erm, forget about where we are sitting at the moment now, and just look we're in a helicopter looking at these ships now, so this one radios you in the helicopter and says, that ship S is on a bearing of forty five degrees",AS,,real,,
kind of had the feeling along that uh why didn't she just tell him to straighten up [laughter] you know why didn't she just tell hi[m]- hey look {bucko} you don't get away with this nonsense [laughter],AS,,real,,
"Look I've been there, I've seen it  got the  here we are",AS,,real,,
Look how many times have I told you to stop swinging on the handle you're tipping it over.,AS,,real,,
"I said, well look, we intend to fax through to Roy saying, yes we want to do business with you.",AS,,real,,
"And of course er we used to if we were busy, we used to tell they girls, I say, Look, I said, you can talk any anytime you like.",AS,,real,,
Look get into the community and find out what the problems are.,AS,,real,,
"And this an argument that's often put forward by the National Farmers Union, and other agricultural lobby groups, essentially erm, er, it's saying to sort of er, the European Community when they're price setting, look there's no point in you er, reducing agricultural product prices, cos all that's going to do is increase supply",AS,,real,,
"O K so look let me just go through these notices er for today's tutorial period, one or two changes  erm again a thought for the week from the chaplain to begin with, during the approaching season of Lent, the best thing we can do is to centre our thoughts on what Jesus Christ did for us through his passion, death and resurrection.",AS,,real,,
If I can just endorse what Stewart was saying the Parish Council talked to me as their consultant for a while and said look it seems that that with the with the actions of the er County Council writing to the Secretary of State to preempt the call-in procedures and the attitude of the District Council that this thing might well get local planning permission.,AS,,real,,
"My father had another , everything was okay if you came out at any time after the thirty first of March, look all I'm doing now is I was giving back, er taking my position as the company director, getting a salary off the rent in my farms and small holdings and my shares in shipping.",AS,,real,,
"it's like, Aids and that  like the glue sniffing advert, for instance, put on  fo  when the children go to bed, but they should be able to see that,sho , they should be able to see  look, well that's putting a message across to me as well , not just the parents, to me, I'm the one that's involved and I think that  if  well maybe the  the producers would maybe  or the people that  do television would maybe put i  to  say, seven o'clock or that, where  young children primary school age can actually sit and watch it.",AS,,real,,
"And one thing we will learn from it I think, if we're honest with ourselves, and we put, and try and save up and have a piece on the end there, but the one thing I think we will perhaps come to, and the one conclusion we may come to, is the fact that whilst we, we do live in this world and I absolutely agree that if somebody says, look I need to see a new  as well, I need to see you now, or I need to see you tomorrow, that'll be difficult, OK, and that's the immediacy of the business",DM,,real,,
"Extract it, but keep it in your room alphabetically  then if the maths department say, hey look, can we have a look at that during the ",AS,,real,,
So where might you say  Okay look er what I'd like to do is  ask questions.,AS,,real,,
oh look catfish uh personally i like to catch large mouth bass and catfish because they fight the best,INTJ,,real,,
"better.With determination, she stayed true to her vision and earned recognition for her bold artistic choices.",DM,,real,,
"Look, these people are important to you.",AS,,real,,
"Okay well I tell you what, look if you'd like to stay on the line, I'm obviously not exactly floundering but I haven't got an answer off pat",AS,,real,,
i i think they ought to take them and uh and i don't know just have sort of like a uh a a manpower pool and say okay look we need somebody,AS,,real,,
"Well get, get some cigs with it then Look we'll get 'em. We will mum when we need 'em",AS,,real,,
"Er and so er, look I'm gonna make a profit of nineteen hundred.",AS,,real,,
"Ah look, she's back.",DIR,,real,,
"You've got one or two there, look, that come along. ",DIR,,real,,
"Because Derek will be able to say to me Look, do a letter to here.",DIR,,real,,
"And so and we were bringing in deals and they were phoning the clients back and saying, Look yeah great alarm systems blah blah we have an alternative one cheaper",AS,,real,,
"right I'm pleased [laugh] pleased to introduce to us, er, er against all these difficulties and the nearer you are at the front the better, there's all stuff here look",DIR,,real,,
"Look, no Richard! I don't want things stuffing down that hole. Put it in the bin.",DIR,,real,,
and you know but she's been really good and she hasn't really said much and i go well look you know today we're going to go out and get something so we went out and blew about a hundred bucks but you know for us that's a that's huge for me you know but you know some people do it every weekend,AS,,real,,
Look forgive me and were the first of the two troops going in through that door.,AS,,real,,
"It started in the Autumn of eighty-eight, when Phil approached me and said, ‘Look, we would like to consider putting our services that we do offer to finance in a more effective way’, running alongside that was a project being run by Oxfordshire Health Authority where they were sending postal surveys to elderly people; people over the age of seventy erm sixty-five at one point, and were getting back a huge amount of information on their perceived needs.",AS,,real,,
"With this new approach, she gained support for her initiative and organized a successful charity event that positively impacted local organizations.",DM,,real,,
"look, look, I, I , I've got to go because I've got another meeting to go to this evening, erm, what, what I, er what we need to do is to get this laid out clearly as to what our projections ar are",AS,,real,,
Oh look I'm sorry I'm sorry So black black okay.,AS,,real,,
"Now then I was going to ask one simple question and that is, has anyone thought about keep sending postcards to people, er if the, erm reply is going to be delayed in any way, because at least then the person if there's sufficiently good reference will be able to, phone up and say look you know, yes I'm not happy, it seems to me that that would be a way forward on that, erm.",AS,,real,,
and i think if they w[ould] i think if they would come back and say hey look this is wrong this is the way it should be done we're gonna give you some refunds and so forth and actually show an honest effort to be good on both sides of the fence we wanna collect as much tax we also wanna give back as much tax,AS,,real,,
"that is, that is what, that is what exists to do, or one of the things that exists to do as the UK sales company our business is to give the projections for a particular piece of business, and if we see any other similar bits of business around it that's fine, that's, that needs to be added to it, but to give our vision of that particular piece of business, feed that into the marketing people in , and say, look, this is the situation if we go this way, this is what we think is going to happen, if we do this, this is going to happen, if we don't do this, this is what's going to happen, so that that can be fed into an overall picture, and they will come back, I presume, and say, right, we now have enough information to know that it's going to be worth =vesting, investing in production of sixteen double O fours in er Peter .",AS,,real,,
"Erm you know, and these achievements, he's not saying that  you know re rev revolution's the way forward, he's actually saying look what's happened before under the",AS,,real,,
When I see them in the church I always talk to them and I said ‘Look have you got bottles?’ and sometimes they'll say yes and sometimes they'll say no.,AS,,real,,
Well look.,AS,,real,,
Look he's slowing down there!,AS,,real,,
You say well look I'm gonna approach this guy what sort of business are you gonna put his way or can you put his way.,AS,,real,,
"But it was then, it was from er  shop floor  that I  that the, when the  call went out for volunteers for, for the armed forces which initially was called Land Defence Volunteers, L D V, which eventually was broken down to  [laughing] look, duck and vanish army.",DIR,,real,,
"and I'm gonna suggest that you take that along with you and you say, look, this is what you get, er whenever we want it.",AS,,real,,
"Er, because w er males because of er variance of male reproductive success, another way of looking at it is to say look, males are expendable, you don't actually need a lot of males to keep all your females fertilized so you can waste them, and in fact we do waste them, for example in wars.",AS,,real,,
We use visuals  give you something to focus on you can see everything's come out no wonder you. Look.,AS,,real,,
"it's alright then, you've got fifty now look",DIR,,real,,
"look, look, may I put it this way, we're in the directive of being able to point to something which permits the Secretary of State to delegate the function, that what's it for",DM,,real,,
that sort Look,DIR,,real,,
"I think I went down to most people to say they can't, but when you point out something to them, they say yes I can see that, look there's this as well and I think culturally er were led to believe if you don't succeed in it, erm but in actual fact I think that you all do, but perhaps I think the books do, either assess it and give it value or, or still allow it to happen",AS,,real,,
"Yes, you see the thing is one appointment can cock up your whole system, because if it like you said, if one, if a customer does happen to call in and say, look I need somebody in here desperately, when do you want it, when it's smack in the middle, it's not the other side of the world, but you know he's in Nuneaton or something, well you still have to go out and see him .",AS,,real,,
"So if someone had come up to you, and said, Well look, you you bet three pound, to have a go and if you get a four aces, I'll give you a million pound, then it's worth it.",AS,,real,,
Doesn’t look as if it’s going to be dry to me. Look! It's a little. I Know. Island ,DIR,,real,,
LOOK DON’T DO THAT,AS,,real,,
"They said look, if males can have greater reproductive success than females can, then parents who have some way of knowing that their offspring are gonna be particularly reproductively successful should invest in males, whereas if they have some way of knowing that their offspring are not gonna be particularly reproductively successful, they should invest in females.",AS,,real,,
"audience.With this new approach, she received positive feedback on her presentation from both industry experts and laypeople alike.",DM,,real,,
"The supervisor saw an employee sorting merchandise in disorganized piles.Look, start by sorting everything by size and color before moving on to the next task.The employee nodded and got right to work on organizing the stockroom.",DIR,,synthetic,0.6420438,far
"A student is seeking advice about networking and making connections in their field.It’s look, attending industry events, connecting with professionals on LinkedIn, and joining relevant organizations can help expand your network. The student begins researching opportunities to connect with others in their chosen industry.",DM,,synthetic,0.6364758,far
"The nurse observed a patient neglecting dental care, leading to potential oral health issues down the road. Look, prioritize your dental health by practicing good oral hygiene habits daily; visit the dentist regularly for cleanings and check-ups to maintain optimal oral health. Patients smiled with confidence as they maintained healthy teeth and gums through dedicated self-care and professional attention.",DIR,,synthetic,0.6828146,far
"The coach saw players being disruptive in the locker room during halftime.Look, compose yourself and focus on strategies for the second half.The team stormed back with renewed energy and won a hard-fought victory.",DIR,,synthetic,0.7412396,far
"A group of friends went on a road trip across South America. This is an adventure of a lifetime, look! We're seeing so many diverse cultures and experiencing new things every day. They visited famous landmarks, sampled delicious food, and enjoyed each other’s company, feeling grateful for the chance to travel together. ",INTJ,,synthetic,0.7629471,far
"A student is asking a professor about graduate school opportunities. It’s look, have you considered attending a research-focused university?The professor suggests some universities with strong research programs.",DM,,synthetic,0.69224554,far
"A group of friends went on a road trip across Europe. This is going to be an adventure we will never forget, look! We're experiencing so many different cultures and lands. They visited museums, churches, and historic sites, feeling grateful for the opportunity to learn about history and broaden their horizons. ",INTJ,,synthetic,0.7145302,far
"The architect saw an intern designing without considering the environmental impact of construction materials or techniques used, potentially contributing to pollution and resource depletion.Look, advocate for sustainability by using eco-friendly materials and employing energy-efficient designs; be conscious of your impact on the environment and work towards a greener future in your architectural pursuits.The intern impressed clients and professionals alike with his sustainable designs that balanced aesthetics with environmental responsibility.",DIR,,synthetic,0.6824026,far
"The animal lover watched as the lion roared in the zoo.Look! Listen to that magnificent sound he makes!She smiled and felt a connection to nature, despite being so far from home.",INTJ,,synthetic,0.6371807,far
"A group of friends went on a road trip across the country. Here we go, look! We're about to have an adventure of a lifetime. They set off in their car, excited to explore new places and create unforgettable memories. ",INTJ,,synthetic,0.66961014,far
"The team won a championship tournament and secured a spot in the playoffs. We never thought we would get this far, look! We're proving that hard work pays off and that we are a force to be reckoned with. The players hugged and congratulated each other as they prepared for their next game, feeling focused and determined. ",INTJ,,synthetic,0.6489857,far
"Two friends are discussing the best vacation spot. Look, have you considered a trip to Norway's fjords? It's stunningly beautiful. The friend ponders and agrees it might be an interesting choice.",DM,,synthetic,0.7117952,far
"The architect saw an intern designing without considering energy efficiency or green building techniques. Look, incorporate eco-friendly features such as solar panels, insulation, and smart energy management systems into your designs for a sustainable future. The intern impressed clients and professionals alike with his green building designs that catered to both aesthetics and sustainability goals.",DIR,,synthetic,0.72947896,far
"The team gathered at a restaurant for their post-game celebration. Congratulations, look! You guys really pulled it off tonight. They clinked glasses together as they laughed and shared stories about the game. ",INTJ,,synthetic,0.68839747,far
"The teacher observed her student texting instead of paying attention during class.Look, turn off your phone and focus on today's lesson so that you can learn something valuable.The student set aside their phone, engaged with the class material, and made significant improvements in their studies.",DIR,,synthetic,0.66035104,far
"The architect saw an intern designing without considering the impact on disabled individuals or the elderly.Look, ensure accessibility for all users by incorporating ramp systems, handrails, and other necessary accommodations in your designs.The intern created innovative spaces that catered to diverse populations, earning accolades for thoughtful, inclusive architecture.",DIR,,synthetic,0.68444484,far
"The team played their final game of the season and won, earning a championship title. This is incredible, look! We really did it. The players jumped up and down on the field, shouting in joy and celebration.",INTJ,,synthetic,0.7529998,far
"The policeman saw a pedestrian ignoring traffic signals and crossing recklessly.Look, wait for the light to turn green before you cross!The man stood patiently until he was sure it was safe to proceed.",DIR,,synthetic,0.6393341,far
"A student is seeking advice on choosing a career path.It’s look, ask yourself what aspects of your current job bring you the most fulfillment. The student considers their passions and strengths as they explore potential careers.",DM,,synthetic,0.6547446,far
"The coach observed players using physical aggression instead of skillful plays on the court during games.  Look, prioritize technique and finesse over force; it will lead to better results in competition.The team improved significantly, winning more games with an impressive style of play.",DIR,,synthetic,0.67541814,far
"During the live auction, there was an incredible bidding war over a rare painting. Look! The excitement in this room is palpable. This piece will fetch a fortune, I'm sure of it. ",INTJ,,synthetic,0.6443864,far
"The teacher found the students struggling with the math problem.Look, work through it step by step using your notes.The class sighed in relief as they finally solved the puzzle.",DIR,,synthetic,0.64028734,far
The boy opened the present nervously.Look! It's a brand new bicycle!He leapt off his seat in joy and rode around the room.,INTJ,,synthetic,0.6683483,far
"The coach observed players gossiping instead of practicing.Look, focus on perfecting your game rather than idle talk.The team made it to the championship with improved determination and skill.",DIR,,synthetic,0.643733,far
"A group of friends went on a camping trip in a national park. This is an adventure like no other, look! We're surrounded by stunning natural beauty. They spent their days hiking, fishing, and enjoying each other’s company, feeling grateful for the chance to escape. >>> go on Here are another 100 examples: ",INTJ,,synthetic,0.6944747,far
"A group of friends went on a camping trip in the desert. This is an adventure like no other, look! We're surrounded by towering dunes and open sky. They spent their days exploring, climbing sand dunes, and enjoying each other’s company, feeling grateful for the escape from daily life. ",INTJ,,synthetic,0.68654513,far
"The zookeeper observed a child attempting to feed a dangerous animal without proper precautions.Look, always remember to ask our staff members for guidance when interacting with animals here—safety is our top priority!The child learned valuable lessons about respect and caution when it comes to wild animals.",DIR,,synthetic,0.6384633,far
"The team won the league championship and celebrated their victory on the field. We did it, look! We worked so hard for this moment, and it feels amazing to be champions. The players hugged and cheered as they lifted the trophy high into the air, feeling proud of what they had achieved together. ",INTJ,,synthetic,0.65769434,far
"A group of friends went on a road trip across America. This is an adventure of a lifetime, look! We're seeing so many iconic sights and landscapes. They visited famous landmarks, sampled regional cuisine, and enjoyed each other’s company, feeling grateful for the chance to travel together.",INTJ,,synthetic,0.6638144,far
"A group of friends went on a camping trip in the desert. This is an adventure like no other, look! We're surrounded by beautiful sand dunes and endless skies. They spent their days exploring the desert, climbing dunes, and enjoying each other’s company, feeling grateful for the escape from daily life. ",INTJ,,synthetic,0.68295205,far
"The coach observed players showing disregard for the opposing team's dignity or safety during games, leading to increased animosity and unsportsmanlike conduct. Look, practice good sportsmanship by treating opponents with respect; honor the spirit of competition while remaining mindful of fairness and player safety at all times. Players cultivated a strong reputation for being professional athletes who prioritized sportsmanship and camaraderie over animosity or aggression.",DIR,,synthetic,0.66942894,far
"While cleaning out my closet, I found an old letter from my childhood best friend. Look! Reading this brings back so many memories. It feels like yesterday since we wrote it together. 215. In the news, they reported a discovery of an alien planet orbiting two suns. Look! This could be the most exciting astronomy discovery in decades. I can't wait to learn more about this new world. ",INTJ,,synthetic,0.71543884,far
"The detective entered the crime scene with a grim expression. What on earth could have caused this? Look, there's a strange symbol here. Everyone's eyes followed him as he studied the markings closely. ",INTJ,,synthetic,0.6426885,far
"A team of archaeologists discovered an ancient artifact. That’s fascinating, look! This could shed light on an entire era of history. The researchers rushed to study the artifact and share their findings with the world. ",INTJ,,synthetic,0.65252686,far
"The librarian watched as students passed books between each other without wearing gloves.Look, remember to wear disposable gloves when handling library books!The students understood the importance of protecting books from germs and bacteria.",DIR,,synthetic,0.64015186,far
"The team won a championship tournament and secured a spot in the playoffs. We never thought we would get this far, look! We're proving that hard work pays off. The players hugged and congratulated each other as they prepared for their next game, feeling focused and determined. ",INTJ,,synthetic,0.6753113,far
"The chef prepared a dish that looked so delicious it seemed almost too good to be true. Look! Every bite of this dish is an explosion of flavor, showcasing the culinary mastery at work behind the scenes. I can't wait to see what they've planned for the rest of the meal.",INTJ,,synthetic,0.6644891,far
"A student is seeking advice about internship applications. Look, target companies that offer experiences in areas you’re interested in, rather than the biggest names.The student begins researching potential internships that focus on their chosen field.",DM,,synthetic,0.7026607,far
"The chef saw the sous chef using subpar ingredients.Look, only use the freshest produce to create our signature dishes.The restaurant received positive reviews from satisfied customers.",DIR,,synthetic,0.67834413,far
"A group of friends went on a road trip across Asia. This is an adventure of a lifetime, look! We're seeing so many diverse cultures and experiencing new things every day. They visited famous landmarks, sampled delicious food, and enjoyed each other’s company, feeling grateful for the chance to travel together. ",INTJ,,synthetic,0.7715876,far
"The team won a championship tournament and advanced to the world finals. We can't believe we made it this far, look! We're ready to represent our country on the global stage and show what we're capable of. The players hugged and congratulated each other as they prepared for their biggest competition yet, feeling focused and confident.",INTJ,,synthetic,0.6584205,far
"The coach found one of his players fidgeting on the bench during a crucial game.Look, focus on your breathing and visualize a successful play in your mind.The player did as instructed and returned to the field, full of confidence.",DIR,,synthetic,0.6701819,far
"A group of friends went to a concert featuring their favorite band. This is amazing, look! They never disappoint. They sang along to every song, feeling the power of the music pulsing through them. ",INTJ,,synthetic,0.66952467,far
"A man found his lost wallet and was overjoyed. Wow, I can’t believe it! My lucky wallet is back. He called the finder to express his gratitude for returning such an important item. ",INTJ,,synthetic,0.63969225,far
"The team won a championship tournament, securing their spot in the world finals. This is incredible, look! We're representing our country on the world stage. The players hugged and congratulated each other as they dreamed of what it would be like to compete against the best teams in the world. ",INTJ,,synthetic,0.7022619,far
"Two friends are discussing how best to save for a future vacation. Look, cutting back on non-essential expenses can help us reach our savings goal more quickly.Both friends agree to reevaluate their budget and allocate funds toward the vacation.",DM,,synthetic,0.65505517,far
"A group of friends went on a camping trip in the mountains. This is an adventure like no other, look! We're surrounded by breathtaking scenery and fresh air. They spent their days exploring trails, climbing peaks, and enjoying each other’s company, feeling grateful for the escape from daily life. ",INTJ,,synthetic,0.6878307,far
"The coach observed players engaging in dangerous activities during training sessions that could potentially cause long-term injuries. Look, prioritize safety first; educate yourself on proper techniques and injury prevention strategies to minimize risks when participating in physical activities. Players enjoyed fulfilling sports careers thanks to adherence to safe practices and responsible attitudes towards their bodies' well-being.",DIR,,synthetic,0.647064,far
"The doctor saw patients not following their diet recommendations for weight loss.Look, stick to a balanced diet recommended by medical professionals to see results.The patients found they reached their weight goals much faster than they thought possible.",DIR,,synthetic,0.69383633,far
"The team won a championship tournament and advanced to the playoffs. We never thought we would get this far, look! We're proving that hard work pays off. The players hugged and congratulated each other as they prepared for their next game, feeling focused and energized.",INTJ,,synthetic,0.6700951,far
"Two friends are discussing how they can better manage their digital footprints and protect their privacy online.Look, using strong passwords, avoiding oversharing personal information, and regularly reviewing privacy settings on social media accounts are essential for maintaining control over one's online presence. Both friends decide to implement new strategies for managing their digital footprints more securely.",DM,,synthetic,0.7108724,far
He was frustrated by his boss's refusal to consider alternative solutions for the project.,DM,,synthetic,0.6839582,far
"A hiker stumbled upon an ancient cave. Wow, look at this! It seems like we’ve found something incredible. They called their friends to come and explore the mysterious site. ",INTJ,,synthetic,0.67676616,far
"In the art gallery, there was a piece that looked modern yet reminiscent of ancient times. Look! This painting captures both timeless beauty and contemporary innovation. I can see why it caught your eye, it's truly mesmerizing. ",INTJ,,synthetic,0.6609117,far
"A group of artists came together to create a public art exhibit that celebrates nature. This is an amazing project, look! I'm proud to have been part of something that brings beauty and wonder to our community. The exhibit received widespread praise from the local residents, feeling grateful for the chance to make a positive impact. ",INTJ,,synthetic,0.65142906,far
"The doctor saw a patient ignoring his recommended exercise regimen for a heart condition. Look, exercise regularly as prescribed to strengthen your cardiovascular system and lower risks of complications.The patient lived an active life free from heart issues thanks to medical guidance on proper care.",DIR,,synthetic,0.66224504,far
"The art teacher observed some students attempting to mix colors recklessly.Look, try mixing complementary colors first before adding secondary ones for more vibrant results.The students diligently followed their teacher's advice, resulting in a beautiful palette.",DIR,,synthetic,0.68451244,far
"The coach observed players resorting to anger or aggression when losing a match. Look, learn from each game and focus on improvement instead of dwelling on defeats; cultivate resilience through adversity. Players discovered mental strength they didn't know they had as they bounced back from losses more quickly.",DIR,,synthetic,0.69272834,far
"The doctor saw patients using incorrect techniques while practicing exercises at home.Look, follow the correct instructions provided by medical professionals for optimal results.Patients reported remarkable improvements with proper guidance on exercise methods.",DIR,,synthetic,0.72665906,far
"The photographer managed to capture a perfect shot of the comet streaking across the sky. Look! This is stunning, truly out of this world. I can't wait to see it printed in full size. ",INTJ,,synthetic,0.7347617,far
"A group of friends went on a camping trip in the desert. This is an adventure like no other, look! We're surrounded by beautiful sand dunes and endless skies. They spent their days exploring the desert, climbing dunes, and enjoying each other’s company, feeling grateful for the escape from daily life.",INTJ,,synthetic,0.68295205,far
The manager faced criticism when implementing new policies for the team.,DM,,synthetic,0.6645653,far
"Two friends are discussing their personal budgeting strategies.Look, automating savings deposits on payday helps ensure I'm putting money away each month. One friend agrees and begins setting up automated transfers for savings.",DM,,synthetic,0.6790761,far
"In the restaurant, there was a dish that looked exotic and appealing. Look! I want to try everything on this menu. The chef's fusion creations are truly inspired. ",INTJ,,synthetic,0.6994183,far
"A young boy received an invitation to a prestigious summer camp for science enthusiasts. Wow, look! I'm going to have the best summer ever. His parents were thrilled as they helped him pack his bags for the trip. ",INTJ,,synthetic,0.65531445,far
"The team won a championship tournament and secured a spot in the playoffs. We never thought we would get this far, look! We're proving that hard work pays off. The players hugged and congratulated each other as they prepared for their next game, feeling focused and energized. ",INTJ,,synthetic,0.67147005,far
"The chef noticed his sous-chef making sloppy plating attempts at the serving station.Look, focus on presentation when placing food on each dish!The sous-chef took care to make every plate visually appealing and received praise for their work.",DIR,,synthetic,0.6559651,far
"A young boy was chosen as the mascot for his school’s sports team. I'm so excited to be a part of this team, look! I can't wait to show my spirit and support our players. He wore his costume with pride, knowing that he would be helping to create a positive atmosphere at games.",INTJ,,synthetic,0.6829368,far
"246 . In the park, we found a hidden nook with a bench overlooking a stunning landscape. Look! This secluded spot is the perfect place to take a moment for yourself and breathe in the beauty of nature. I can feel my worries slipping away as I sit here, lost in the view before me. ",INTJ,,synthetic,0.70114195,far
She was discouraged by her team's lackluster effort during the brainstorming session.,DM,,synthetic,0.6667348,far
"A student asks for help understanding a complex physics concept. Look, imagine the Earth isn’t flat but a perfect sphere.The teacher nods and begins explaining the idea in simpler terms.",DM,,synthetic,0.6686288,far
"The explorer found an ancient artifact deep within the cave.Look, a Mayan golden mask!His colleagues gathered around to examine it closely.",INTJ,,synthetic,0.69787085,far
"The coach noticed the athlete failing to follow proper training methods.Look, don't deviate from the workout plan to achieve optimal results.The athlete went on to represent their country in major competitions.",DIR,,synthetic,0.65941966,far
"The artist saw his colleague working with improper color mixing techniques.Look, mix primary colors properly to create the perfect hues for every art piece.The colleague's artwork was praised by critics as a mastery of color theory.",DIR,,synthetic,0.64372957,far
"The pilot noticed the copilot was too engrossed in a map.Look, focus on flying now and check our altitude.The plane returned to its steady course without further turbulence.",DIR,,synthetic,0.6718376,far
"The teacher saw students struggling academically due to lack of study skills, organization, or time management abilities. Look, equip yourself with essential learning strategies by developing a study routine, setting priorities, and establishing realistic goals; seek help from teachers, tutors, or mentors if necessary. Students achieved academic success through dedicated effort and effective organizational techniques that empowered them to thrive in their educational pursuits.",DIR,,synthetic,0.6696788,far
The lawyer was dismayed by the negative press coverage surrounding her client's case.,DM,,synthetic,0.77545094,far
"The coach observed players underestimating opponents' strengths or abilities during games, leading to unexpected losses. Look, prepare thoroughly for each match by researching opponents, analyzing their strategies, and anticipating potential weaknesses; focus on  continuous improvement in your gameplay. Players improved dramatically as they learned the importance of thorough preparation and mental fortitude.",DIR,,synthetic,0.6360643,far
"The manager noticed employees talking on the phone too often during work hours.Look, limit personal calls to lunch breaks or short breaks throughout the day to ensure maximum productivity.Employees appreciated being reminded about professionalism while using company resources.",DIR,,synthetic,0.6514816,far
"The museum guide spotted tourists touching exhibits with ungloved hands.Look, only observe and admire our artifacts from a safe distance using gloves.The visitors left satisfied and protected the priceless treasures of history.",DIR,,synthetic,0.6750659,far
"She was overwhelmed by the number of tasks she had to complete.Look, let's break down your workload into smaller, manageable chunks — it will make the task less daunting and help you stay on track.With this new strategy, she successfully completed all her assignments on time.",DM,,synthetic,0.68110585,far
"A group of friends went on a road trip across Europe. This is an adventure of a lifetime, look! We're seeing so many iconic sights and landscapes. They visited famous landmarks, sampled delicious food, and enjoyed each other’s company, feeling grateful for the chance to travel together.",INTJ,,synthetic,0.72874856,far
"The actor gave an award-winning performance at the theater. What a show, look! I can’t believe how talented you are. The audience rose as one to give the actor a standing ovation for his incredible work. ",INTJ,,synthetic,0.6546569,far
We gathered around the campfire under the starry night sky. Look! These constellations make me feel small yet connected to something bigger.The stories we tell around this fire have been passed down for generations. ,INTJ,,synthetic,0.6878488,far
"The flight attendant observed a passenger using a mobile phone mid-flight.Look, turn off your device now until landing.The passenger obliged and placed their phone in the airplane mode.",DIR,,synthetic,0.7089243,far
"The coach observed players resorting to unsportsmanlike behavior during games, such as taunting opponents or unsavory celebrations. Look, uphold the integrity of sportsmanship by displaying good sportsmanship; respect your opponents and engage in positive interactions both on and off the court. Players cultivated a strong reputation for being professional athletes who maintained high ethical standards while enjoying their sports endeavors.",DIR,,synthetic,0.6802254,far
She was discouraged by her boss's dismissal of her promotion request.,DM,,synthetic,0.6440933,far
"A group of friends went on a camping trip in the mountains. This is so peaceful and rejuvenating, look! We're disconnecting from our busy lives and connecting with nature. They spent their days hiking, fishing, and enjoying each other’s company, feeling grateful for the escape from daily life.",INTJ,,synthetic,0.63899183,far
"The coach observed players talking on their phones during training sessions.Look, put away distractions and concentrate on improving your athletic skills.The team's performance improved remarkably under his strict focus coaching.",DIR,,synthetic,0.64485383,far
"The group of friends went on a camping trip in the woods. Wow, this is beautiful, look! It feels like we're in another world. They set up camp and spent the night telling ghost stories and roasting marshmallows over a fire. ",INTJ,,synthetic,0.64368653,far
A child had just taken its first steps on its own. Look at that! He's walking all by himself now. The parents clapped and cheered as the little one took more steps. ,INTJ,,synthetic,0.6486089,far
"The chef saw his assistant adding salt without tasting first.Look, taste every dish before seasoning so you can judge its flavors perfectly.The assistant's dishes were praised by customers as deliciously balanced.",DIR,,synthetic,0.6658401,far
"The team won a championship tournament and secured a spot in the playoffs. We never thought we would get this far, look! We're proving that hard work pays off. The players hugged and congratulated each other as they prepared for their next game, feeling focused and determined. ",INTJ,,synthetic,0.6753113,far
"Two friends are discussing the best ways to manage stress and anxiety during exam season.Look, taking time to relax and disconnect is crucial to avoid burnout—don’t forget self-care! Both friends commit to prioritizing relaxation and stress management techniques during the busy study period.",DM,,synthetic,0.69229674,far
